,timestamp,value
4094,2018-07-15 17:00:00,1913.0
4095,2018-07-15 18:00:00,1917.0
4096,2018-07-15 19:00:00,1912.0
4097,2018-07-15 20:00:00,1841.0
4098,2018-07-15 21:00:00,1822.0
4099,2018-07-15 22:00:00,1765.0
4100,2018-07-15 23:00:00,1690.0
4101,2018-07-16 00:00:00,1562.0
4102,2018-07-16 01:00:00,1400.0
4103,2018-07-16 02:00:00,1341.0
4104,2018-07-16 03:00:00,1266.0
4105,2018-07-16 04:00:00,1257.0
4106,2018-07-16 05:00:00,1241.0
4107,2018-07-16 06:00:00,1297.0
4108,2018-07-16 07:00:00,1386.0
4109,2018-07-16 08:00:00,1441.0
4110,2018-07-16 09:00:00,1535.0
4111,2018-07-16 10:00:00,1599.0
4112,2018-07-16 11:00:00,1713.0
4113,2018-07-16 12:00:00,1815.0
4114,2018-07-16 13:00:00,1855.0
4115,2018-07-16 14:00:00,1887.0
4116,2018-07-16 15:00:00,1950.0
4117,2018-07-16 16:00:00,1981.0
4118,2018-07-16 17:00:00,2041.0
4119,2018-07-16 18:00:00,2050.0
4120,2018-07-16 19:00:00,2085.0
4121,2018-07-16 20:00:00,2070.0
4122,2018-07-16 21:00:00,1981.0
4123,2018-07-16 22:00:00,1929.0
4124,2018-07-16 23:00:00,1791.0
4125,2018-07-17 00:00:00,1631.0
4126,2018-07-17 01:00:00,1471.0
4127,2018-07-17 02:00:00,1395.0
4128,2018-07-17 03:00:00,1333.0
4129,2018-07-17 04:00:00,1278.0
4130,2018-07-17 05:00:00,1291.0
4131,2018-07-17 06:00:00,1313.0
4132,2018-07-17 07:00:00,1386.0
4133,2018-07-17 08:00:00,1466.0
4134,2018-07-17 09:00:00,1519.0
4135,2018-07-17 10:00:00,1632.0
4136,2018-07-17 11:00:00,1797.0
4137,2018-07-17 12:00:00,1930.0
4138,2018-07-17 13:00:00,2027.0
4139,2018-07-17 14:00:00,2075.0
4140,2018-07-17 15:00:00,2119.0
4141,2018-07-17 16:00:00,2186.0
4142,2018-07-17 17:00:00,2205.0
4143,2018-07-17 18:00:00,2205.0
4144,2018-07-17 19:00:00,2204.0
4145,2018-07-17 20:00:00,2110.0
4146,2018-07-17 21:00:00,1990.0
4147,2018-07-17 22:00:00,1911.0
4148,2018-07-17 23:00:00,1781.0
4149,2018-07-18 00:00:00,1569.0
4150,2018-07-18 01:00:00,1393.0
4151,2018-07-18 02:00:00,1301.0
4152,2018-07-18 03:00:00,1233.0
4153,2018-07-18 04:00:00,1160.0
4154,2018-07-18 05:00:00,1127.0
4155,2018-07-18 06:00:00,1169.0
4156,2018-07-18 07:00:00,1237.0
4157,2018-07-18 08:00:00,1319.0
4158,2018-07-18 09:00:00,1395.0
4159,2018-07-18 10:00:00,1490.0
4160,2018-07-18 11:00:00,1621.0
4161,2018-07-18 12:00:00,1736.0
4162,2018-07-18 13:00:00,1808.0
4163,2018-07-18 14:00:00,1882.0
4164,2018-07-18 15:00:00,1916.0
4165,2018-07-18 16:00:00,2000.0
4166,2018-07-18 17:00:00,2045.0
4167,2018-07-18 18:00:00,2076.0
4168,2018-07-18 19:00:00,2092.0
4169,2018-07-18 20:00:00,2000.0
4170,2018-07-18 21:00:00,1915.0
4171,2018-07-18 22:00:00,1837.0
4172,2018-07-18 23:00:00,1685.0
4173,2018-07-19 00:00:00,1494.0
4174,2018-07-19 01:00:00,1381.0
4175,2018-07-19 02:00:00,1257.0
4176,2018-07-19 03:00:00,1175.0
4177,2018-07-19 04:00:00,1101.0
4178,2018-07-19 05:00:00,1088.0
4179,2018-07-19 06:00:00,1124.0
4180,2018-07-19 07:00:00,1222.0
4181,2018-07-19 08:00:00,1288.0
4182,2018-07-19 09:00:00,1347.0
4183,2018-07-19 10:00:00,1414.0
